Symbol,Description,Last,Net Chng,%Change,Volume,Bid,Ask,High,Low,Delta,Gamma,Theta,Vega,Open.Int
.IMAX221118C15,IMAX 100 18 NOV 22 15 CALL,.80,0,0.00%,<empty>,.55,.75,0,0,.38,.14,-.01,.02,"6,001"
.ALLY221021P28,ALLY 100 21 OCT 22 28 PUT,.65,-.20,-23.53%,67,.75,.90,.96,.55,-.38,.13,-.06,.02,"5,996"
.CSCO221216P37.5,CSCO 100 16 DEC 22 37.5 PUT,1.49,+.14,+10.37%,27,1.49,1.53,1.49,1.30,-.34,.06,-.02,.06,"5,991"
.TSLA221216C240,TSLA 100 16 DEC 22 240 CALL,14.80,-2.90,-16.38%,617,14.70,14.90,18.50,14.15,.41,.01,-.18,.35,"5,986"
.TWTR221028P48,TWTR 100 (Weeklys) 28 OCT 22 48 PUT,2.00,+.18,+9.89%,32,1.70,2.29,2.13,1.80,-.36,.05,-.08,.04,"5,981"
.TME221021C4,TME 100 21 OCT 22 4 CALL,.15,-.04,-21.05%,270,.13,.18,.17,.14,.49,.92,-.01,.00,"5,976"
.BTU221021C28,BTU 100 21 OCT 22 28 CALL,.85,-.35,-29.17%,275,.75,.85,1.10,.64,.36,.11,-.07,.02,"5,974"
.CCJ221118C28,CCJ 100 18 NOV 22 28 CALL,1.30,+.11,+9.24%,179,1.33,1.36,1.55,1.10,.33,.05,-.04,.03,"5,955"
.BAC221216P30,BAC 100 16 DEC 22 30 PUT,2.23,+.42,+23.20%,355,2.21,2.25,2.30,2.00,-.48,.07,-.02,.05,"5,955"
.PFE221216P40,PFE 100 16 DEC 22 40 PUT,1.41,-.18,-11.32%,74,1.56,1.61,1.71,1.39,-.35,.06,-.02,.07,"5,950"
.AM221216C10,AM 100 16 DEC 22 10 CALL,.40,0,0.00%,<empty>,.40,.55,0,0,.46,.27,.00,.02,"5,948"
.MNTV221118P5,MNTV 100 18 NOV 22 5 PUT,.45,+.03,+7.14%,"2,048",.30,.50,.45,.45,-.31,.21,-.01,.01,"5,931"
.MANU221216C14,MANU 100 16 DEC 22 14 CALL,.65,-.05,-7.14%,6,.60,.70,.65,.65,.42,.17,-.01,.02,"5,920"
.GE221118P60,GE 100 18 NOV 22 60 PUT,2.33,+.43,+22.63%,"2,589",2.30,2.36,2.40,1.88,-.31,.03,-.05,.07,"5,920"
.CSTM221118C12,CSTM 100 18 NOV 22 12 CALL,.50,-.02,-3.85%,15,.45,.60,.55,.50,.38,.17,-.01,.01,"5,908"
.OXY221021P62.5,OXY 100 21 OCT 22 62.5 PUT,1.76,+.51,+40.80%,165,1.67,1.75,2.27,1.30,-.38,.06,-.12,.04,"5,905"
.LI221216P19,LI 100 16 DEC 22 19 PUT,2.20,-.42,-16.03%,16,2.34,2.42,2.48,2.08,-.39,.05,-.02,.03,"5,890"
.ET221021P11.5,ET 100 21 OCT 22 11.5 PUT,.33,-.08,-19.51%,562,.32,.34,.56,.26,-.48,.47,-.02,.01,"5,865"
.GOLD221118P14,GOLD 100 18 NOV 22 14 PUT,.42,-.01,-2.33%,82,.49,.50,.49,.41,-.30,.15,-.01,.02,"5,862"
.RIG221216P3,RIG 100 16 DEC 22 3 PUT,.47,+.04,+9.30%,47,.45,.47,.50,.46,-.44,.36,.00,.00,"5,849"
.D221118P65,D 100 18 NOV 22 65 PUT,2.40,-.31,-11.44%,12,2.55,2.75,3.10,2.40,-.49,.06,-.03,.08,"5,826"
.MSFT221118P215,MSFT 100 18 NOV 22 215 PUT,7.88,+1.19,+17.79%,"1,028",7.75,7.90,8.25,6.60,-.34,.01,-.15,.27,"5,824"
.WMT221021C135,WMT 100 21 OCT 22 135 CALL,1.53,+.93,+155.00%,422,1.50,1.56,1.95,.62,.37,.06,-.12,.08,"5,807"
.TTD221021P50,TTD 100 21 OCT 22 50 PUT,1.96,+.69,+54.33%,461,1.89,2.01,2.27,1.29,-.34,.05,-.15,.03,"5,802"
.SHOP221118P24,SHOP 100 18 NOV 22 24 PUT,2.29,+.17,+8.02%,59,2.19,2.24,2.37,1.96,-.35,.05,-.04,.03,"5,794"
.ARCC221216P16,ARCC 100 16 DEC 22 16 PUT,.70,+.10,+16.67%,"2,538",.60,.75,.81,.70,-.31,.12,-.01,.03,"5,793"
.JWN221118C20,JWN 100 18 NOV 22 20 CALL,1.07,+.01,+0.94%,85,1.05,1.09,1.28,.88,.41,.10,-.02,.02,"5,792"
.PLTR221014P8,PLTR 100 (Weeklys) 14 OCT 22 8 PUT,.21,0,0.00%,"4,741",.20,.22,.40,.12,-.46,.68,-.04,.00,"5,777"
.PLUG221118C22.5,PLUG 100 18 NOV 22 22.5 CALL,1.46,-.07,-4.58%,54,1.45,1.50,1.48,1.26,.40,.06,-.03,.02,"5,776"
.FUBO221104P3.5,FUBO 100 (Weeklys) 4 NOV 22 3.5 PUT,.40,+.03,+8.11%,114,.39,.43,.44,.36,-.38,.30,-.01,.00,"5,768"
.FCX221118C32,FCX 100 18 NOV 22 32 CALL,1.24,-.03,-2.36%,174,1.21,1.26,1.46,.99,.36,.07,-.03,.03,"5,759"
.INTC221021P25,INTC 100 21 OCT 22 25 PUT,.80,+.02,+2.56%,"2,122",.81,.82,.99,.66,-.46,.18,-.05,.02,"5,746"
.INTC221014P24.5,INTC 100 (Weeklys) 14 OCT 22 24.5 PUT,.34,-.03,-8.11%,"8,029",.34,.35,.50,.27,-.33,.24,-.11,.01,"5,745"
.AAPL221014C142,AAPL 100 (Weeklys) 14 OCT 22 142 CALL,1.13,-.79,-41.15%,"39,290",1.12,1.18,2.17,1.04,.32,.06,-.38,.04,"5,720"
.AUPH221021C8,AUPH 100 21 OCT 22 8 CALL,.25,-.10,-28.57%,376,.16,.30,.27,.20,.34,.34,-.02,.00,"5,690"
.WMT221216C140,WMT 100 16 DEC 22 140 CALL,3.65,+1.35,+58.70%,104,3.50,3.60,3.93,2.61,.35,.02,-.05,.21,"5,686"
.ZM221118P75,ZM 100 18 NOV 22 75 PUT,6.99,+.27,+4.02%,450,6.65,6.80,8.40,6.39,-.49,.03,-.08,.09,"5,675"
.LLY221021C332.5,LLY 100 21 OCT 22 332.5 CALL,5.08,+1.53,+43.10%,4,3.45,6.60,5.08,2.85,.41,.02,-.37,.21,"5,672"
.AMRS221021P2.5,AMRS 100 21 OCT 22 2.5 PUT,.15,-.07,-31.82%,11,.10,.20,.29,.15,-.43,.91,-.01,.00,"5,658"
.WBD221118C12.5,WBD 100 18 NOV 22 12.5 CALL,.74,-.16,-17.78%,708,.71,.75,.90,.68,.42,.15,-.01,.01,"5,657"
.WBA221021P32.5,WBA 100 21 OCT 22 32.5 PUT,1.20,-.27,-18.37%,226,1.20,1.27,1.55,1.04,-.47,.12,-.07,.02,"5,650"
.CAH221118P67.5,CAH 100 18 NOV 22 67.5 PUT,1.94,-.56,-22.40%,221,1.90,2.10,2.50,1.80,-.34,.04,-.04,.08,"5,647"
.TSLA221118P216.67,TSLA 100 18 NOV 22 216.67 PUT,19.66,+2.91,+17.37%,752,19.25,19.40,20.00,15.90,-.46,.01,-.24,.28,"5,638"
.TMCI221216C25,TMCI 100 16 DEC 22 25 CALL,2.20,0,0.00%,<empty>,.10,3.50,0,0,.42,.06,-.02,.04,"5,631"
.OLED221021P95,OLED 100 21 OCT 22 95 PUT,2.83,+.13,+4.81%,1,2.65,3.10,2.83,2.83,-.42,.04,-.18,.06,"5,616"
.XOM221216C100,XOM 100 16 DEC 22 100 CALL,5.45,-.55,-9.17%,350,5.40,5.50,6.20,4.95,.48,.02,-.05,.17,"5,601"
.XOM221118P92.5,XOM 100 18 NOV 22 92.5 PUT,3.25,+.27,+9.06%,308,3.15,3.30,3.68,2.66,-.32,.02,-.07,.11,"5,598"
.FANG221021C140,FANG 100 21 OCT 22 140 CALL,4.92,-.58,-10.55%,59,4.70,5.20,6.00,4.10,.49,.03,-.27,.09,"5,581"
.BAC221014C30.5,BAC 100 (Weeklys) 14 OCT 22 30.5 CALL,.38,-.42,-52.50%,"3,083",.37,.40,.66,.33,.35,.22,-.12,.01,"5,568"
.TSLA221118C230,TSLA 100 18 NOV 22 230 CALL,13.65,-3.25,-19.23%,"3,502",13.60,13.85,17.75,13.00,.43,.01,-.26,.27,"5,558"
.AAPL221014P137,AAPL 100 (Weeklys) 14 OCT 22 137 PUT,1.65,+.27,+19.57%,"13,301",1.60,1.64,2.06,.98,-.36,.06,-.47,.05,"5,555"
.SQ221118C62.5,SQ 100 18 NOV 22 62.5 CALL,2.75,-1.10,-28.57%,98,2.68,2.80,3.60,2.59,.33,.03,-.07,.06,"5,553"
.WPM221216C35,WPM 100 16 DEC 22 35 CALL,1.17,-.25,-17.61%,11,1.10,1.20,1.40,1.17,.33,.06,-.02,.05,"5,547"
.EQT221216P41,EQT 100 16 DEC 22 41 PUT,3.60,0,0.00%,<empty>,3.40,3.60,0,0,-.36,.03,-.03,.07,"5,539"
.XOM221021C99,XOM 100 21 OCT 22 99 CALL,2.28,-.49,-17.69%,413,2.27,2.34,3.10,1.88,.46,.06,-.14,.06,"5,536"
.X221216P19,X 100 16 DEC 22 19 PUT,1.98,+.10,+5.32%,131,1.84,1.89,1.98,1.80,-.41,.07,-.02,.03,"5,536"
.ET221118P11,ET 100 18 NOV 22 11 PUT,.56,-.04,-6.67%,608,.53,.55,.76,.50,-.37,.19,-.01,.01,"5,534"
.BTU221216C29,BTU 100 16 DEC 22 29 CALL,2.95,-.28,-8.67%,22,2.85,3.00,3.31,2.95,.48,.04,-.03,.04,"5,519"
.KHC221014C35,KHC 100 (Weeklys) 14 OCT 22 35 CALL,.45,+.25,+125.00%,"6,306",.44,.47,.46,.11,.49,.33,-.09,.01,"5,516"
.COF221118C100,COF 100 18 NOV 22 100 CALL,3.20,+.02,+0.63%,53,3.20,3.60,4.00,3.10,.37,.03,-.07,.11,"5,514"
.VET221216C22.5,VET 100 16 DEC 22 22.5 CALL,2.15,-.05,-2.27%,37,1.80,2.15,2.19,1.88,.47,.06,-.02,.04,"5,512"
.RBLX221021C37.5,RBLX 100 21 OCT 22 37.5 CALL,1.03,-.43,-29.45%,309,1.07,1.12,1.36,.90,.33,.07,-.10,.02,"5,510"
.CHWY221118P35,CHWY 100 18 NOV 22 35 PUT,4.00,+.35,+9.59%,214,3.95,4.10,4.40,3.55,-.49,.04,-.05,.04,"5,505"
.AMZN221014P112,AMZN 100 (Weeklys) 14 OCT 22 112 PUT,2.41,+.46,+23.59%,"24,000",2.37,2.45,3.45,1.28,-.47,.06,-.49,.04,"5,504"
.GME221216P23.75,GME 100 16 DEC 22 23.75 PUT,4.25,-.06,-1.39%,"4,208",4.15,4.40,4.60,4.00,-.35,.03,-.04,.04,"5,499"
.C221216P37.5,C 100 16 DEC 22 37.5 PUT,1.88,+.28,+17.50%,159,1.85,1.93,1.88,1.61,-.32,.04,-.02,.06,"5,489"
.PLUG221021C21,PLUG 100 21 OCT 22 21 CALL,.74,-.22,-22.92%,175,.83,.86,.91,.66,.40,.12,-.07,.01,"5,477"
.AMGN221021P245,AMGN 100 21 OCT 22 245 PUT,4.05,-9.90,-70.97%,341,4.00,4.30,5.70,3.00,-.48,.04,-.23,.16,"5,461"
.FCX221021C31,FCX 100 21 OCT 22 31 CALL,.60,-.11,-15.49%,137,.62,.66,.82,.40,.32,.11,-.06,.02,"5,460"
.FUBO221021P3.5,FUBO 100 21 OCT 22 3.5 PUT,.20,+.02,+11.11%,"2,194",.20,.21,.28,.17,-.38,.54,-.01,.00,"5,460"
.DVN221118C70,DVN 100 18 NOV 22 70 CALL,4.91,-1.09,-18.17%,607,4.80,5.00,5.98,4.50,.49,.03,-.07,.09,"5,450"
.TLRY221216C4,TLRY 100 16 DEC 22 4 CALL,.25,-.11,-30.56%,216,.25,.29,.32,.25,.35,.25,.00,.00,"5,447"
.RCKT221021C17.5,RCKT 100 21 OCT 22 17.5 CALL,.65,-.03,-4.41%,53,.15,.60,.80,.55,.39,.26,-.03,.01,"5,420"
.LUV221104P31,LUV 100 (Weeklys) 4 NOV 22 31 PUT,1.03,-.25,-19.53%,15,1.45,1.50,1.05,1.03,-.43,.09,-.03,.03,"5,406"
.T221014C15,T 100 (Weeklys) 14 OCT 22 15 CALL,.11,-.06,-35.29%,"2,891",.10,.12,.16,.08,.35,.77,-.03,.00,"5,404"
.AAPL221014P138,AAPL 100 (Weeklys) 14 OCT 22 138 PUT,2.07,+.33,+18.97%,"22,545",1.98,2.03,2.48,1.22,-.41,.06,-.49,.05,"5,403"
.INVH221021P32.5,INVH 100 21 OCT 22 32.5 PUT,.50,-.45,-47.37%,483,.50,.60,1.10,.50,-.39,.20,-.04,.02,"5,398"
.UBER221021C25,UBER 100 21 OCT 22 25 CALL,1.08,-1.92,-64.00%,"7,879",1.06,1.10,1.84,.60,.48,.13,-.06,.02,"5,382"
.FCX221021P28.5,FCX 100 21 OCT 22 28.5 PUT,1.00,-.04,-3.85%,45,1.08,1.14,1.37,.91,-.40,.11,-.07,.02,"5,375"
.SKX221021C35,SKX 100 21 OCT 22 35 CALL,.90,+.25,+38.46%,17,.75,.85,1.00,.90,.40,.13,-.06,.02,"5,374"
.PCG221216C15,PCG 100 16 DEC 22 15 CALL,.72,+.02,+2.86%,16,.74,.76,.78,.71,.43,.15,-.01,.02,"5,374"
.LCID221118C15,LCID 100 18 NOV 22 15 CALL,.65,+.05,+8.33%,293,.65,.67,.80,.54,.33,.10,-.02,.01,"5,362"
.ROKU221118P50,ROKU 100 18 NOV 22 50 PUT,5.82,+.77,+15.25%,177,5.80,5.95,6.17,5.30,-.39,.02,-.09,.06,"5,362"
.FCX221118P28,FCX 100 18 NOV 22 28 PUT,1.82,+.06,+3.41%,95,1.79,1.85,2.20,1.59,-.38,.06,-.03,.04,"5,333"
.SBUX221216C87.5,SBUX 100 16 DEC 22 87.5 CALL,4.80,-.75,-13.51%,36,4.90,5.05,5.15,4.80,.50,.03,-.04,.15,"5,329"
.JCI221021C52.5,JCI 100 21 OCT 22 52.5 CALL,.65,0,0.00%,<empty>,.65,.75,0,0,.34,.11,-.06,.03,"5,324"
.PFE221216C42.5,PFE 100 16 DEC 22 42.5 CALL,1.93,-.02,-1.03%,186,1.91,1.97,2.25,1.73,.48,.07,-.02,.07,"5,323"
.VSCO221021C35,VSCO 100 21 OCT 22 35 CALL,1.30,+.14,+12.07%,172,1.00,1.35,1.45,1.00,.40,.09,-.09,.02,"5,309"
.LCID221216P12,LCID 100 16 DEC 22 12 PUT,1.58,-.08,-4.82%,"6,373",1.55,1.62,1.61,1.40,-.36,.07,-.01,.02,"5,308"
.PAA221118P11,PAA 100 18 NOV 22 11 PUT,.55,-.10,-15.38%,39,.50,.65,.72,.55,-.44,.25,-.01,.01,"5,303"
.CCL221021C7,CCL 100 21 OCT 22 7 CALL,.25,+.03,+13.64%,"3,643",.25,.26,.29,.13,.39,.38,-.02,.00,"5,284"
.RUN221216P25,RUN 100 16 DEC 22 25 PUT,3.95,+.26,+7.05%,41,3.75,3.85,4.10,3.70,-.44,.04,-.03,.04,"5,282"
.JPM221216P100,JPM 100 16 DEC 22 100 PUT,5.56,+1.23,+28.41%,678,5.55,5.75,5.60,4.68,-.42,.02,-.05,.17,"5,280"
.HBAN221021P13,HBAN 100 21 OCT 22 13 PUT,.40,+.10,+33.33%,411,.30,.40,.40,.30,-.45,.41,-.02,.01,"5,261"
.META221118P125,META 100 18 NOV 22 125 PUT,9.45,+2.11,+28.75%,"1,831",9.40,9.50,9.92,8.25,-.40,.01,-.14,.16,"5,260"
.BABA221028P75,BABA 100 (Weeklys) 28 OCT 22 75 PUT,3.98,+1.68,+73.04%,350,3.75,3.90,4.30,2.95,-.45,.04,-.12,.06,"5,255"
.DTE221021P105,DTE 100 21 OCT 22 105 PUT,3.10,+.10,+3.33%,495,2.90,3.90,3.21,2.45,-.43,.04,-.21,.07,"5,247"
.ABT221118C105,ABT 100 18 NOV 22 105 CALL,2.71,+.21,+8.40%,115,2.62,2.78,2.99,2.31,.40,.04,-.05,.13,"5,245"
.AMZN221216P113,AMZN 100 16 DEC 22 113 PUT,9.55,+.90,+10.40%,52,9.30,9.40,10.14,8.17,-.46,.02,-.07,.19,"5,240"
.F221125C12,F 100 (Weeklys) 25 NOV 22 12 CALL,.69,+.11,+18.97%,191,.68,.71,.81,.58,.46,.18,-.01,.02,"5,233"
.INTC221216P25,INTC 100 16 DEC 22 25 PUT,2.16,+.11,+5.37%,344,2.13,2.16,2.28,1.96,-.45,.07,-.02,.04,"5,228"
.WFC221216P37.5,WFC 100 16 DEC 22 37.5 PUT,1.90,+.44,+30.14%,255,1.82,1.86,1.90,1.58,-.32,.05,-.02,.06,"5,197"
.ETSY221118P105,ETSY 100 18 NOV 22 105 PUT,10.70,+.51,+5.00%,63,10.60,10.90,12.30,9.36,-.43,.01,-.14,.13,"5,188"
.ARCC221216P17,ARCC 100 16 DEC 22 17 PUT,1.10,+.20,+22.22%,"1,014",.95,1.15,1.22,1.05,-.44,.14,-.01,.03,"5,187"
.AAL221216C14,AAL 100 16 DEC 22 14 CALL,.76,+.08,+11.76%,738,.77,.80,.85,.63,.38,.11,-.01,.02,"5,171"
.NKE221021P85,NKE 100 21 OCT 22 85 PUT,1.44,-.32,-18.18%,367,1.32,1.36,2.10,1.28,-.31,.05,-.12,.05,"5,160"
.GPMT221216C7.5,GPMT 100 16 DEC 22 7.5 CALL,.18,0,0.00%,<empty>,.20,.65,0,0,.36,.18,-.01,.01,"5,147"
.META221118C140,META 100 18 NOV 22 140 CALL,6.75,-2.25,-25.00%,"1,457",6.70,6.80,7.70,6.10,.39,.01,-.14,.16,"5,146"
.BEKE221216C17.5,BEKE 100 16 DEC 22 17.5 CALL,1.74,0,0.00%,<empty>,.71,.80,0,0,.31,.08,-.01,.02,"5,141"
.UAL221216C40,UAL 100 16 DEC 22 40 CALL,1.55,+.03,+1.97%,"1,220",1.47,1.53,1.58,1.17,.31,.04,-.02,.05,"5,133"
.HAL221118P29,HAL 100 18 NOV 22 29 PUT,1.94,-.03,-1.52%,20,1.92,1.96,2.02,1.62,-.42,.07,-.03,.04,"5,129"
.NEM221118C42.5,NEM 100 18 NOV 22 42.5 CALL,2.41,-.25,-9.40%,452,2.40,2.44,2.98,2.33,.49,.06,-.04,.05,"5,124"
.WISH221216C1,WISH 100 16 DEC 22 1 CALL,.11,+.01,+10.00%,157,.10,.11,.11,.08,.44,.90,.00,.00,"5,123"
.HOOD221118C11,HOOD 100 18 NOV 22 11 CALL,.86,-.08,-8.51%,307,.88,.91,.93,.66,.48,.14,-.02,.01,"5,118"
.MDLZ221118P55,MDLZ 100 18 NOV 22 55 PUT,1.45,-.35,-19.44%,21,1.45,1.60,1.65,1.40,-.38,.07,-.03,.07,"5,118"
.SAVE221021C19,SAVE 100 21 OCT 22 19 CALL,.38,+.10,+35.71%,253,.30,.38,.45,.25,.34,.23,-.03,.01,"5,110"
.MTCH221216P45,MTCH 100 16 DEC 22 45 PUT,3.80,-.20,-5.00%,9,4.05,4.20,4.15,3.80,-.37,.03,-.04,.08,"5,101"
.IMAX221216C15,IMAX 100 16 DEC 22 15 CALL,.90,-.20,-18.18%,"5,020",.75,1.00,.90,.85,.42,.12,-.01,.02,"5,091"
.VALE221021P13.5,VALE 100 21 OCT 22 13.5 PUT,.30,+.07,+30.43%,227,.30,.31,.33,.22,-.37,.33,-.02,.01,"5,090"
.WMT221118C135,WMT 100 18 NOV 22 135 CALL,4.50,+1.57,+53.58%,464,4.45,4.60,5.00,2.97,.46,.03,-.07,.17,"5,087"
.RIO221021C57.5,RIO 100 21 OCT 22 57.5 CALL,1.10,-.58,-34.52%,38,1.00,1.15,1.59,1.05,.38,.09,-.08,.04,"5,085"
.GE221216P65,GE 100 16 DEC 22 65 PUT,5.18,+.53,+11.40%,214,5.05,5.20,5.25,4.50,-.49,.03,-.03,.11,"5,081"
.META221118C145,META 100 18 NOV 22 145 CALL,5.19,-1.76,-25.32%,"1,335",5.15,5.25,6.00,4.65,.33,.01,-.13,.15,"5,079"
.SOFI221118P5,SOFI 100 18 NOV 22 5 PUT,.61,+.02,+3.39%,575,.60,.61,.69,.52,-.44,.26,-.01,.01,"5,074"
.TWTR221021P49,TWTR 100 21 OCT 22 49 PUT,1.12,+.09,+8.74%,"2,155",1.04,1.24,1.23,.68,-.39,.10,-.08,.03,"5,072"
.TH221021C12.5,TH 100 21 OCT 22 12.5 CALL,.32,-.03,-8.57%,"1,842",.25,.35,.50,.25,.33,.25,-.03,.01,"5,068"
.CRM221118C150,CRM 100 18 NOV 22 150 CALL,5.40,-1.85,-25.52%,190,5.50,5.70,6.59,4.53,.40,.02,-.11,.18,"5,065"
.BABA221216P70,BABA 100 16 DEC 22 70 PUT,5.30,+1.25,+30.86%,184,5.10,5.25,5.37,4.60,-.33,.02,-.05,.12,"5,061"
.AGNC221014P8,AGNC 100 (Weeklys) 14 OCT 22 8 PUT,.18,-.45,-71.43%,"5,021",.16,.18,.67,.15,-.37,.59,-.05,.00,"5,036"
.RCL221021P40,RCL 100 21 OCT 22 40 PUT,1.97,+.01,+0.51%,550,1.91,1.98,2.92,1.68,-.42,.07,-.12,.03,"5,031"
.PFE221118P40,PFE 100 18 NOV 22 40 PUT,1.15,-.09,-7.26%,213,1.15,1.19,1.40,1.00,-.33,.07,-.02,.05,"5,029"
.AMZN221118C123,AMZN 100 18 NOV 22 123 CALL,3.35,-.60,-15.19%,913,3.40,3.55,4.33,3.02,.32,.02,-.09,.13,"5,021"
.SBUX221118C90,SBUX 100 18 NOV 22 90 CALL,2.80,-.55,-16.42%,407,2.76,2.82,3.20,2.63,.39,.04,-.06,.11,"5,017"
.UPLD221216P7.5,UPLD 100 16 DEC 22 7.5 PUT,.80,0,0.00%,<empty>,.70,1.00,0,0,-.43,.18,-.01,.01,"5,011"
.M221118P16,M 100 18 NOV 22 16 PUT,.79,-.16,-16.84%,14,.88,.91,1.06,.73,-.30,.09,-.02,.02,"5,007"
.STOK221118P12.5,STOK 100 18 NOV 22 12.5 PUT,2.50,0,0.00%,<empty>,1.35,3.40,0,0,-.48,.08,-.02,.01,"5,000"
